"","label","group","method","nseqs","coverage","chao","chao_lci","chao_hci","shannon","shannon_lci","shannon_hci","invsimpson","invsimpson_lci","invsimpson_hci","heip","accession","stage","turned","cultivar_type","retting_type","plant","treatment","experiment","rettingPeriod","replicate"
"110",0.03,"SRR7969203","ave",2084,0.982246,131.230769,102.115431,198.676942,2.08729,2.014843,2.159738,4.106895,3.882119,4.359301,0.089406,"SRR7969094","middle","TRUE","Futura 75","dew","hemp","Low Moisture","PRJNA494847","R5","rep1"
"111",0.03,"SRR7969204","ave",2084,0.983685,145.1,112.034649,225.629387,2.762913,2.693888,2.831939,7.206129,6.670911,7.834721,0.168704,"SRR7969093","late","TRUE","Futura 75","dew","hemp","Low Moisture","PRJNA494847","R6","rep1"
"112",0.03,"SRR7969205","ave",2084,0.982726,139.058824,118.151828,187.027922,2.554648,2.472965,2.63633,4.597124,4.260339,4.991725,0.117493,"SRR7969092","early","FALSE","Futura 75","dew","hemp","Low Moisture","PRJNA494847","R1","rep2"
"113",0.03,"SRR7969206","ave",2084,0.985605,108.1875,92.080073,147.710764,3.032076,2.979863,3.084288,13.747607,13.012548,14.570684,0.246753,"SRR7969091","early","FALSE","Futura 75","dew","hemp","Low Moisture","PRJNA494847","R2","rep2"
"114",0.03,"SRR7969207","ave",2084,0.983685,125,106.105109,169.20607,3.008584,2.950277,3.066892,12.168175,11.469065,12.958047,0.211634,"SRR7969086","early","FALSE","Futura 75","dew","hemp","Low Moisture","PRJNA494847","R3","rep2"
"115",0.03,"SRR7969208","ave",2084,0.982726,168.75,121.9261,284.247416,3.230411,3.178153,3.282668,16.392037,15.462793,17.440108,0.272922,"SRR7969085","middle","TRUE","Futura 75","dew","hemp","Low Moisture","PRJNA494847","R4","rep2"
"116",0.03,"SRR7969209","ave",2084,0.988004,98.272727,81.204288,143.891089,2.816416,2.759826,2.873006,10.033171,9.448892,10.694472,0.224526,"SRR7969109","middle","TRUE","Futura 75","dew","hemp","Low Moisture","PRJNA494847","R5","rep2"
"117",0.03,"SRR7969210","ave",2084,0.983685,143.333333,106.285161,234.665008,2.733318,2.671157,2.795479,8.140991,7.575509,8.797706,0.179798,"SRR7969110","late","TRUE","Futura 75","dew","hemp","Low Moisture","PRJNA494847","R6","rep2"
"118",0.03,"SRR7969211","ave",2084,0.974088,195.5,155.057376,277.819628,2.854801,2.786511,2.923091,8.829143,8.23632,9.513925,0.142356,"SRR7969111","early","FALSE","Futura 75","dew","hemp","Low Moisture","PRJNA494847","R1","rep3"
"119",0.03,"SRR7969212","ave",2084,0.956814,356.2,286.225304,480.443928,3.900732,3.836031,3.965433,25.158929,23.450064,27.13643,0.248403,"SRR7969112","early","FALSE","Futura 75","dew","hemp","Low Moisture","PRJNA494847","R2","rep3"
"120",0.03,"SRR7969213","ave",2084,0.983685,119.75,92.542042,184.839003,2.759907,2.707317,2.812497,10.57211,10.023016,11.184854,0.205533,"SRR7969105","early","FALSE","Futura 75","dew","hemp","Low Moisture","PRJNA494847","R3","rep3"
"121",0.03,"SRR7969214","ave",2084,0.966891,357.272727,247.404792,583.875711,3.661246,3.604786,3.717707,23.855427,22.47985,25.410324,0.265104,"SRR7969106","middle","TRUE","Futura 75","dew","hemp","Low Moisture","PRJNA494847","R4","rep3"
"122",0.03,"SRR7969215","ave",2084,0.976488,206,161.341512,301.352538,3.447172,3.388549,3.505795,17.881007,16.693191,19.250811,0.251334,"SRR7969107","middle","TRUE","Futura 75","dew","hemp","Low Moisture","PRJNA494847","R5","rep3"
"123",0.03,"SRR7969216","ave",2084,0.997121,43.5,41.409254,56.271686,2.695944,2.64633,2.745557,9.107673,8.487906,9.825077,0.345487,"SRR7969108","late","TRUE","Futura 75","dew","hemp","Low Moisture","PRJNA494847","R6","rep3"
"124",0.03,"SRR7969217","ave",2084,0.991363,80.857143,65.980852,127.435016,2.754488,2.700473,2.808503,9.595641,9.017704,10.25273,0.253672,"SRR7969113","early","FALSE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R1","rep1"
"125",0.03,"SRR7969218","ave",2084,0.991363,69,57.499733,104.548002,1.726469,1.654133,1.798806,2.842494,2.692072,3.010721,0.090603,"SRR7969114","early","FALSE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R2","rep1"
"126",0.03,"SRR7969219","ave",2084,0.986564,124.8,101.622685,184.713929,3.035536,2.973141,3.097931,10.280817,9.49446,11.209192,0.230374,"SRR7969211","early","FALSE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R3","rep1"
"127",0.03,"SRR7969220","ave",2084,0.975528,259.375,169.596872,464.964544,2.679055,2.609879,2.748231,7.371748,6.924836,7.880325,0.137084,"SRR7969210","middle","TRUE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R4","rep1"
"128",0.03,"SRR7969221","ave",2084,0.983685,154,135.105109,198.20607,3.453479,3.38849,3.518469,15.131559,14.035683,16.413056,0.255085,"SRR7969213","middle","TRUE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R5","rep1"
"129",0.03,"SRR7969222","ave",2084,0.975528,236.076923,183.970911,347.242814,3.666445,3.607189,3.725701,21.427375,19.915025,23.188299,0.278194,"SRR7969212","late","TRUE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R6","rep1"
"130",0.03,"SRR7969223","ave",2084,0.994242,53,44.884791,83.944117,2.129864,2.066381,2.193347,4.289371,4.008792,4.612181,0.180823,"SRR7969207","early","FALSE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R1","rep2"
"131",0.03,"SRR7969224","ave",2084,0.982726,140,114.381503,199.481061,3.115487,3.059706,3.171267,14.37446,13.63044,15.204395,0.229196,"SRR7969206","early","FALSE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R2","rep2"
"132",0.03,"SRR7969225","ave",2084,0.985605,113.1875,97.080073,152.710764,2.485675,2.414804,2.556546,5.939231,5.584762,6.341747,0.12952,"SRR7969209","early","FALSE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R3","rep2"
"133",0.03,"SRR7969226","ave",2084,0.981766,146.214286,117.982867,210.701804,3.153768,3.096945,3.21059,13.579371,12.629329,14.683975,0.236044,"SRR7969208","middle","TRUE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R4","rep2"
"134",0.03,"SRR7969227","ave",2084,0.965451,277.8,217.542719,391.81496,3.542524,3.480589,3.604458,18.513818,17.208307,20.033677,0.225195,"SRR7969215","middle","TRUE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R5","rep2"
"135",0.03,"SRR7969228","ave",2084,0.983685,157.142857,108.430918,281.349028,2.82788,2.769702,2.886058,10.033125,9.466829,10.671482,0.209337,"SRR7969214","late","TRUE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R6","rep2"
"136",0.03,"SRR7969229","ave",2084,0.975048,212,158.015635,326.679422,3.299427,3.24305,3.355805,16.271852,15.231978,17.464111,0.239423,"SRR7969242","early","FALSE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R1","rep3"
"137",0.03,"SRR7969230","ave",2084,0.988484,87.428571,62.002219,159.026132,1.525283,1.464613,1.585954,2.916748,2.780541,3.066986,0.07652,"SRR7969243","early","FALSE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R2","rep3"
"138",0.03,"SRR7969231","ave",2084,0.981286,177.1,134.561945,276.969314,3.390475,3.337104,3.443847,18.93719,17.876337,20.131896,0.281177,"SRR7969240","early","FALSE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R3","rep3"
"139",0.03,"SRR7969232","ave",2084,0.976967,167.368421,136.41408,232.044469,3.12918,3.066472,3.191888,11.800994,10.963556,12.776946,0.204254,"SRR7969241","middle","TRUE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R4","rep3"
"140",0.03,"SRR7969233","ave",2084,0.986564,121,104.669461,162.325848,3.265814,3.208446,3.323182,14.983853,14.014771,16.096909,0.270983,"SRR7969238","middle","TRUE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R5","rep3"
"141",0.03,"SRR7969234","ave",2084,0.979367,176.090909,130.241436,279.945096,3.169804,3.11643,3.223178,15.028569,14.065765,16.132865,0.245192,"SRR7969239","late","TRUE","Futura 75","dew","hemp","High Moisture","PRJNA494847","R6","rep3"
"142",0.03,"SRR7969235","ave",2084,0.981766,168.3,127.745744,264.144443,3.131878,3.070801,3.192956,12.10054,11.228556,13.11936,0.225948,"SRR7969195","early","FALSE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R1","rep1"
"143",0.03,"SRR7969236","ave",2084,0.972649,309.5,198.82339,558.08299,3.1197,3.05911,3.180291,12.579027,11.73356,13.555797,0.198528,"SRR7969126","early","FALSE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R2","rep1"
"144",0.03,"SRR7969237","ave",2084,0.985605,115.25,93.557152,169.269204,2.847345,2.791977,2.902713,11.251988,10.718737,11.841074,0.20823,"SRR7969125","early","FALSE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R3","rep1"
"145",0.03,"SRR7969238","ave",2084,0.981286,142.4,114.910067,204.380764,2.915723,2.855607,2.975838,11.043595,10.461534,11.694241,0.189806,"SRR7969128","middle","TRUE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R4","rep1"
"146",0.03,"SRR7969239","ave",2084,0.975048,215.714286,165.975402,320.460051,3.434702,3.375313,3.494091,16.844537,15.65026,18.236144,0.250185,"SRR7969127","middle","TRUE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R5","rep1"
"147",0.03,"SRR7969240","ave",2084,0.988004,95.857143,68.421453,172.102573,2.003819,1.942471,2.065168,4.330129,4.090388,4.599723,0.12341,"SRR7969130","late","TRUE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R6","rep1"
"148",0.03,"SRR7969241","ave",2084,0.983685,145.125,103.021641,250.489921,2.352601,2.286328,2.418874,5.940044,5.657286,6.252553,0.128552,"SRR7969129","early","FALSE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R1","rep2"
"149",0.03,"SRR7969242","ave",2084,0.985605,131.142857,92.594352,232.671999,2.352661,2.288609,2.416713,5.65216,5.298268,6.056711,0.139905,"SRR7969132","early","FALSE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R2","rep2"
"150",0.03,"SRR7969243","ave",2084,0.982726,125.375,103.107043,176.62879,2.888471,2.830443,2.9465,11.010653,10.426835,11.663727,0.199598,"SRR7969131","early","FALSE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R3","rep2"
"151",0.03,"SRR7969244","ave",2084,0.988964,97.625,77.213632,155.189712,2.957458,2.907939,3.006978,12.99311,12.291164,13.780087,0.280754,"SRR7969134","middle","TRUE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R4","rep2"
"152",0.03,"SRR7969245","ave",2084,0.984645,125.090909,98.359259,190.744669,2.936385,2.880387,2.992384,11.605263,10.948008,12.346474,0.225919,"SRR7969133","middle","TRUE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R5","rep2"
"153",0.03,"SRR7969246","ave",2084,0.988004,111.857143,84.421453,188.102573,2.436785,2.364184,2.509385,4.693511,4.348789,5.097589,0.153474,"SRR7969138","late","TRUE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R6","rep2"
"154",0.03,"SRR7969247","ave",2084,0.990403,98,85.464733,134.841443,3.3179,3.268238,3.367561,17.791598,16.683886,19.056862,0.341055,"SRR7969139","early","FALSE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R1","rep3"
"155",0.03,"SRR7969248","ave",2084,0.992802,66,51.067775,117.679028,2.629904,2.583559,2.676249,9.757932,9.264232,10.307213,0.292555,"SRR7969136","early","FALSE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R2","rep3"
"156",0.03,"SRR7969249","ave",2084,0.986564,113,96.669461,154.325848,3.003035,2.943371,3.062699,10.988912,10.212644,11.892898,0.225254,"SRR7969137","early","FALSE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R3","rep3"
"157",0.03,"SRR7969250","ave",2084,0.990403,92.75,76.988118,139.612688,2.584855,2.518903,2.650807,6.62928,6.19542,7.128482,0.180314,"SRR7969142","middle","TRUE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R4","rep3"
"158",0.03,"SRR7969251","ave",2084,0.991843,87.111111,76.760923,119.962478,2.281784,2.201629,2.361939,3.6572,3.406189,3.948149,0.123861,"SRR7969143","middle","TRUE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R5","rep3"
"159",0.03,"SRR7969252","ave",2084,0.987524,104.166667,69.355628,201.585251,1.469882,1.406729,1.533035,2.818249,2.715102,2.929543,0.068341,"SRR7969140","late","TRUE","Felina 32","dew","hemp","Soil Slurry","PRJNA494847","R6","rep3"
"160",0.03,"SRR7969253","ave",2084,0.988964,95.625,75.213632,153.189712,2.778018,2.718894,2.837141,8.232827,7.597644,8.983905,0.239478,"SRR7969161","early","FALSE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R1","rep1"
"161",0.03,"SRR7969254","ave",2084,0.994722,58.857143,52.961855,82.467512,2.596414,2.541284,2.651544,8.020123,7.517004,8.595422,0.248311,"SRR7969158","early","FALSE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R2","rep1"
"162",0.03,"SRR7969255","ave",2084,0.981766,198.166667,126.99735,379.452578,2.874227,2.814258,2.934196,9.446794,8.758459,10.252552,0.208897,"SRR7969159","early","FALSE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R3","rep1"
"163",0.03,"ERR2757325","ave",5877,0.946571,1062.280303,967.04712,1190.249286,4.634041,4.579103,4.688979,21.146864,19.67778,22.853,0.147938,"SRR7969156","middle","TRUE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R4","rep1"
"164",0.03,"ERR2757326","ave",5877,0.982644,415.285714,308.381605,604.776585,2.373375,2.328476,2.418274,4.748606,4.546636,4.969355,0.057595,"SRR7969157","middle","TRUE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R5","rep1"
"165",0.03,"ERR2757327","ave",5877,0.988259,314.461538,223.759662,496.817395,2.842859,2.802946,2.882772,7.959964,7.584898,8.374053,0.12154,"SRR7969164","late","TRUE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R6","rep1"
"166",0.03,"ERR2757328","ave",5877,0.985367,373.368421,285.40026,535.458979,3.159013,3.119035,3.198992,11.785136,11.303419,12.309738,0.125263,"SRR7969165","early","FALSE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R1","rep2"
"167",0.03,"ERR2757329","ave",5877,0.987409,293.619048,233.675126,405.885751,3.188724,3.151029,3.226419,13.155344,12.648353,13.704677,0.141814,"SRR7969234","early","FALSE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R2","rep2"
"168",0.03,"ERR2757330","ave",5877,0.974136,689.037037,524.375554,957.83043,3.362509,3.32058,3.404437,14.081755,13.490398,14.727335,0.105937,"SRR7969235","early","FALSE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R3","rep2"
"169",0.03,"ERR2757331","ave",5877,0.982814,412.565217,317.989265,578.704202,3.147723,3.107442,3.188004,11.589016,11.09137,12.133417,0.116057,"SRR7969232","middle","TRUE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R4","rep2"
"170",0.03,"ERR2757332","ave",5877,0.978901,674.666667,491.267234,998.057522,3.614656,3.573767,3.655546,18.285474,17.55621,19.07795,0.144554,"SRR7969233","middle","TRUE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R5","rep2"
"171",0.03,"ERR2757333","ave",5877,0.97822,534.058824,441.598586,684.834053,4.003864,3.963362,4.044366,25.259965,24.103114,26.533463,0.183026,"SRR7969230","late","TRUE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R6","rep2"
"172",0.03,"SRR3123509","ave",9301,0.976884,941.394737,735.563138,1253.258756,2.118077,2.076079,2.160075,3.759876,3.670311,3.853923,0.021836,"SRR7969231","early","FALSE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R1","rep3"
"173",0.03,"SRR3123510","ave",9301,0.968498,1226.892857,1000.893628,1547.847015,2.877757,2.832698,2.922816,5.792973,5.598897,6.000988,0.036308,"SRR7969228","early","FALSE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R2","rep3"
"174",0.03,"SRR3123511","ave",9301,0.965703,1252.029851,1039.712458,1547.104072,2.714431,2.667555,2.761307,4.992243,4.849009,5.144196,0.028534,"SRR7969229","early","FALSE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R3","rep3"
"175",0.03,"SRR3123512","ave",9301,0.957746,1568.962963,1323.620069,1899.611162,3.279592,3.232899,3.326285,7.800685,7.515948,8.107845,0.041434,"SRR7969226","middle","TRUE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R4","rep3"
"176",0.03,"SRR3123513","ave",9301,0.956779,1702.202703,1417.297092,2088.030233,2.899099,2.848327,2.94987,4.414983,4.250834,4.592317,0.028036,"SRR7969227","middle","TRUE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R5","rep3"
"177",0.03,"SRR3123514","ave",9301,0.975056,814.278689,679.283114,1009.165214,2.561667,2.521208,2.602126,5.574608,5.402691,5.757826,0.031972,"SRR7969173","late","TRUE","Felina 32","dew","hemp","Low Moisture","PRJNA494847","R6","rep3"
"178",0.03,"SRR3123516","ave",9301,0.968068,1254.2,1017.546253,1590.409998,2.515012,2.47002,2.560003,4.749077,4.62091,4.884557,0.025037,"SRR7969172","early","FALSE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R1","rep1"
"179",0.03,"SRR3123517","ave",9301,0.960649,1721.842105,1391.06303,2182.71226,2.873638,2.827583,2.919693,6.388514,6.2169,6.569871,0.030421,"SRR7969171","early","FALSE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R2","rep1"
"180",0.03,"SRR3123518","ave",9301,0.956134,1730,1437.408677,2125.809054,3.212077,3.167432,3.256721,8.796311,8.521759,9.089143,0.03926,"SRR7969170","early","FALSE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R3","rep1"
"181",0.03,"SRR3123519","ave",9301,0.943232,2319.235955,1947.831851,2806.378709,3.336741,3.288295,3.385187,8.154059,7.873806,8.454998,0.03593,"SRR7969169","middle","TRUE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R4","rep1"
"182",0.03,"ERR2179951","ave",28379,0.992953,796.122449,662.199678,995.935484,3.144635,3.125468,3.163802,10.703739,10.464137,10.95457,0.057098,"SRR7969168","middle","TRUE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R5","rep1"
"183",0.03,"ERR2179952","ave",28379,0.987385,1338.230769,1156.902579,1582.679999,3.594499,3.575265,3.613734,18.547187,18.1955,18.912737,0.055744,"SRR7969167","late","TRUE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R6","rep1"
"184",0.03,"ERR2179953","ave",28379,0.991261,1048.56,856.70944,1327.897632,2.696618,2.675104,2.718131,6.75985,6.648812,6.87466,0.031792,"SRR7969166","early","FALSE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R1","rep2"
"185",0.03,"ERR2179954","ave",28379,0.991085,947,803.529342,1151.095256,3.418759,3.400261,3.437258,15.000199,14.671542,15.343918,0.063783,"SRR7969175","early","FALSE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R2","rep2"
"186",0.03,"ERR2179955","ave",28379,0.987561,1520.647059,1270.700857,1864.721667,3.785852,3.76773,3.803975,24.396657,23.997026,24.809824,0.071078,"SRR7969174","early","FALSE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R3","rep2"
"187",0.03,"ERR2179956","ave",28379,0.989182,1138.431579,1006.24836,1318.848014,4.039624,4.020009,4.059238,24.39376,23.820139,24.995691,0.086788,"SRR7969186","middle","TRUE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R4","rep2"
"188",0.03,"ERR2179957","ave",28379,0.98594,1678.267442,1443.657423,1992.803791,3.949914,3.929152,3.970676,22.750469,22.286943,23.233686,0.067548,"SRR7969187","middle","TRUE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R5","rep2"
"189",0.03,"ERR2179958","ave",28379,0.99327,846.5,680.332152,1101.356901,2.784722,2.763176,2.806268,6.531793,6.392614,6.677167,0.041292,"SRR7969188","late","TRUE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R6","rep2"
"190",0.03,"ERR2179959","ave",28379,0.992142,876.019231,724.466686,1098.35924,2.590582,2.569284,2.611881,5.959532,5.851637,6.07148,0.030921,"SRR7969189","early","FALSE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R1","rep3"
"191",0.03,"ERR2179960","ave",28379,0.991367,957.75,793.557968,1194.891409,2.974406,2.954575,2.994237,9.298988,9.126534,9.478085,0.04392,"SRR7969190","early","FALSE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R2","rep3"
"192",0.03,"ERR2179961","ave",28379,0.988442,1302.467532,1113.308515,1562.157859,3.956743,3.93928,3.974205,29.851923,29.370309,30.349594,0.084771,"SRR7969191","early","FALSE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R3","rep3"
"193",0.03,"ERR2179962","ave",28379,0.989535,1144,977.586346,1375.180698,3.744493,3.726622,3.762364,23.518237,23.126762,23.923193,0.075205,"SRR7969192","middle","TRUE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R4","rep3"
"194",0.03,"ERR2179963","ave",28379,0.988125,1557.263158,1272.537664,1956.405445,3.592812,3.57366,3.611965,18.161741,17.824499,18.511991,0.062764,"SRR7969193","middle","TRUE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R5","rep3"
"195",0.03,"ERR2179964","ave",28379,0.986716,1567.164557,1332.380868,1885.168314,3.75937,3.739235,3.779504,19.678468,19.270596,20.103979,0.062663,"SRR7969194","late","TRUE","Felina 32","dew","hemp","High Moisture","PRJNA494847","R6","rep3"
