"","OTU","X","LogMeanMax","Class","LDA","pValue","exp","testingGroup","genus","experiment"
"622","Otu0093",47545,3.00021,"late",2.66993,0.0301974,"PRJEB27872","stage","Hymenobacter(100)","PRJEB27872"
"623","Otu0093",42181,2.88406,"TRUE",2.58068,0.00729036,"PRJEB27872","turned","Hymenobacter(100)","PRJEB27872"
"624","Otu0093",46245,2.98417,"late",2.69909,0.0308074,"PRJEB27872","stage","Hymenobacter(100)","PRJEB27872"
"625","Otu0094",47546,2.80019,"late",2.3904,0.0497871,"PRJEB27872","stage","Pigmentiphaga(100)","PRJEB27872"
"626","Otu0094",43482,2.77427,"TRUE",2.24027,0.0275023,"PRJEB27872","turned","Pigmentiphaga(100)","PRJEB27872"
"627","Otu0101",43489,2.76244,"TRUE",2.28088,0.0268593,"PRJEB27872","turned","Hymenobacter(100)","PRJEB27872"
"628","Otu0104",43492,2.76535,"TRUE",2.34272,0.0490901,"PRJEB27872","turned","Hymenobacter(100)","PRJEB27872"
"629","Otu0112",47564,2.82584,"middle",2.46778,0.0301974,"PRJEB27872","stage","Pedobacter(100)","PRJEB27872"
"630","Otu0113",42201,3.17533,"FALSE",2.7968,0.0184401,"PRJEB27872","turned","Pseudomonadota_unclassified(86)","PRJEB27872"
"631","Otu0114",43502,2.69472,"TRUE",2.18862,0.0143059,"PRJEB27872","turned","Pigmentiphaga(100)","PRJEB27872"
"632","Otu0114",47566,2.7279,"late",2.2662,0.0428521,"PRJEB27872","stage","Pigmentiphaga(100)","PRJEB27872"
"633","Otu0123",43511,2.78589,"TRUE",2.5284,0.00729036,"PRJEB27872","turned","Hymenobacter(100)","PRJEB27872"
"634","Otu0128",47580,3.03405,"middle",2.73337,0.0414067,"PRJEB27872","stage","Brevundimonas(100)","PRJEB27872"
"635","Otu0128",46280,3.04376,"middle",2.74287,0.0194969,"PRJEB27872","stage","Brevundimonas(100)","PRJEB27872"
"636","Otu0137",42225,2.70797,"TRUE",2.41434,0.029049,"PRJEB27872","turned","Rurimicrobium(85)","PRJEB27872"
"637","Otu0137",43525,2.56509,"TRUE",2.21933,0.029049,"PRJEB27872","turned","Rurimicrobium(85)","PRJEB27872"
"638","Otu0137",46289,2.8329,"late",2.56037,0.0221091,"PRJEB27872","stage","Rurimicrobium(85)","PRJEB27872"
"639","Otu0137",47589,2.69003,"late",2.42008,0.0221091,"PRJEB27872","stage","Rurimicrobium(85)","PRJEB27872"
"640","Otu0141",43529,2.5373,"TRUE",2.10024,0.0490901,"PRJEB27872","turned","Massilia(90)","PRJEB27872"
"641","Otu0146",43534,2.56331,"TRUE",2.24902,0.0127254,"PRJEB27872","turned","Serinibacter(100)","PRJEB27872"
"642","Otu0146",42234,2.40694,"TRUE",2.28931,0.028108,"PRJEB27872","turned","Serinibacter(100)","PRJEB27872"
"643","Otu0146",46298,2.53187,"late",2.29048,0.0211283,"PRJEB27872","stage","Serinibacter(100)","PRJEB27872"
"644","Otu0182",42270,2.53187,"FALSE",2.47018,0.0284597,"PRJEB27872","turned","Oxalobacteraceae_unclassified(100)","PRJEB27872"
"645","Otu0197",47649,2.46507,"middle",2.14324,0.0416622,"PRJEB27872","stage","Pedobacter(98)","PRJEB27872"
"646","Otu0197",46349,2.77491,"middle",2.47528,0.0414067,"PRJEB27872","stage","Pedobacter(98)","PRJEB27872"
"647","Otu0215",47667,2.37473,"middle",2.06451,0.0267642,"PRJEB27872","stage","Pedobacter(99)","PRJEB27872"
"648","Otu0237",47689,2.32421,"middle",2.02605,0.0428521,"PRJEB27872","stage","Pseudomonadaceae_unclassified(100)","PRJEB27872"
"649","Otu0252",42337,2.10591,"TRUE",2.20126,0.0253473,"PRJEB27872","turned","Sphingomonas(100)","PRJEB27872"
"650","Otu0252",46401,2.23084,"late",2.10664,0.0183156,"PRJEB27872","stage","Sphingomonas(100)","PRJEB27872"
"651","Otu0292",47744,2.38722,"early",2.01574,0.035674,"PRJEB27872","stage","Frondihabitans(99)","PRJEB27872"
"652","Otu0314",46457,2.23084,"middle",2.01739,0.0183156,"PRJEB27872","stage","Enterobacterales_unclassified(84)","PRJEB27872"
"653","Otu0332",46473,2.53187,"middle",2.23338,0.0194969,"PRJEB27872","stage","Sphingomonas(94)","PRJEB27872"
"654","Otu0399",42468,2.10591,"TRUE",2.23837,0.0253473,"PRJEB27872","turned","Sphingomonas(99)","PRJEB27872"
"655","Otu0417",46546,2.53187,"middle",2.34056,0.0183156,"PRJEB27872","stage","Sphingomonadales_unclassified(99)","PRJEB27872"
"656","Otu0787",46796,2.23084,"middle",2.13556,0.0183156,"PRJEB27872","stage","Sphingomonas(80)","PRJEB27872"
"657","Otu0858",46829,2.40694,"middle",2.10814,0.0194969,"PRJEB27872","stage","Weeksellaceae_unclassified(92)","PRJEB27872"
"658","Otu1102",46980,2.23084,"middle",2.1519,0.0183156,"PRJEB27872","stage","Rathayibacter(97)","PRJEB27872"
"659","Otu0001",1,5.21342,"FALSE",4.21905,0.0228352,"PRJNA494847","turned","Gammaproteobacteria_unclassified(100)","PRJNA494847"
"660","Otu0001",2890,5.20915,"FALSE",4.16814,0.0313793,"PRJNA494847","turned","Gammaproteobacteria_unclassified(100)","PRJNA494847"
"661","Otu0001",21045,5.21342,"early",4.54947,0.00643777,"PRJNA494847","stage","Gammaproteobacteria_unclassified(100)","PRJNA494847"
"662","Otu0001",23934,5.20915,"early",4.49315,0.00712102,"PRJNA494847","stage","Gammaproteobacteria_unclassified(100)","PRJNA494847"
"663","Otu0003",3,4.97388,"FALSE",4.05875,0.0147411,"PRJNA494847","turned","Sphingomonas(96)","PRJNA494847"
"664","Otu0003",21047,4.97388,"early",4.20241,0.0271587,"PRJNA494847","stage","Sphingomonas(96)","PRJNA494847"
"665","Otu0003",13414,5.01672,"LM",4.17048,0.00460078,"PRJNA494847","treatment","Sphingomonas(96)","PRJNA494847"
"666","Otu0003",2892,4.97533,"FALSE",4.0033,0.0153743,"PRJNA494847","turned","Sphingomonas(96)","PRJNA494847"
"667","Otu0003",10525,5.01492,"LM",4.08473,0.00482871,"PRJNA494847","treatment","Sphingomonas(96)","PRJNA494847"
"668","Otu0003",23936,4.97533,"early",4.23097,0.0258889,"PRJNA494847","stage","Sphingomonas(96)","PRJNA494847"
"669","Otu0004",31570,4.91306,"R1",4.36343,2.10665e-05,"PRJNA494847","rettingPeriod","Sphingomonadaceae_unclassified(100)","PRJNA494847"
"670","Otu0004",21048,4.80544,"early",4.13943,0.000897639,"PRJNA494847","stage","Sphingomonadaceae_unclassified(100)","PRJNA494847"
"671","Otu0004",2893,4.80276,"FALSE",3.9708,0.00127095,"PRJNA494847","turned","Sphingomonadaceae_unclassified(100)","PRJNA494847"
"672","Otu0004",34459,4.91066,"R1",4.32598,2.04716e-05,"PRJNA494847","rettingPeriod","Sphingomonadaceae_unclassified(100)","PRJNA494847"
"673","Otu0004",10526,4.83588,"LM",4.0776,0.00138954,"PRJNA494847","treatment","Sphingomonadaceae_unclassified(100)","PRJNA494847"
"674","Otu0004",4,4.80544,"FALSE",4.03389,0.00138636,"PRJNA494847","turned","Sphingomonadaceae_unclassified(100)","PRJNA494847"
"675","Otu0004",13415,4.8367,"LM",4.12695,0.000800797,"PRJNA494847","treatment","Sphingomonadaceae_unclassified(100)","PRJNA494847"
"676","Otu0004",23937,4.80276,"early",4.1443,0.000795625,"PRJNA494847","stage","Sphingomonadaceae_unclassified(100)","PRJNA494847"
"677","Otu0005",10527,4.81197,"LM",4.09063,7.20235e-05,"PRJNA494847","treatment","Sphingomonadaceae_unclassified(88)","PRJNA494847"
"678","Otu0005",21049,4.78083,"early",4.21445,4.22442e-05,"PRJNA494847","stage","Sphingomonadaceae_unclassified(88)","PRJNA494847"
"679","Otu0005",5,4.78083,"FALSE",4.05841,0.000168633,"PRJNA494847","turned","Sphingomonadaceae_unclassified(88)","PRJNA494847"
"680","Otu0005",2894,4.78504,"FALSE",3.96384,0.000105636,"PRJNA494847","turned","Sphingomonadaceae_unclassified(88)","PRJNA494847"
"681","Otu0005",23938,4.78504,"early",4.21477,2.91718e-05,"PRJNA494847","stage","Sphingomonadaceae_unclassified(88)","PRJNA494847"
"682","Otu0005",13416,4.80965,"LM",4.15284,6.9642e-05,"PRJNA494847","treatment","Sphingomonadaceae_unclassified(88)","PRJNA494847"
"683","Otu0008",10530,4.52609,"SS",4.00362,2.28025e-05,"PRJNA494847","treatment","Pseudomonas(97)","PRJNA494847"
"684","Otu0008",13419,4.52935,"SS",4.0504,2.9766e-05,"PRJNA494847","treatment","Pseudomonas(97)","PRJNA494847"
"685","Otu0009",10531,4.51983,"HM",3.82732,0.000166783,"PRJNA494847","treatment","Enterobacterales_unclassified(100)","PRJNA494847"
"686","Otu0009",13420,4.51777,"HM",3.9002,8.50033e-05,"PRJNA494847","treatment","Enterobacterales_unclassified(100)","PRJNA494847"
"687","Otu0011",11,4.38614,"FALSE",3.60911,0.000429568,"PRJNA494847","turned","Methylobacterium(100)","PRJNA494847"
"688","Otu0011",23944,4.38788,"early",3.7511,0.000326252,"PRJNA494847","stage","Methylobacterium(100)","PRJNA494847"
"689","Otu0011",21055,4.38614,"early",3.81272,0.000508312,"PRJNA494847","stage","Methylobacterium(100)","PRJNA494847"
"690","Otu0011",13422,4.39018,"LM",3.538,0.0106691,"PRJNA494847","treatment","Methylobacterium(100)","PRJNA494847"
"691","Otu0011",2900,4.38788,"FALSE",3.53533,0.000299248,"PRJNA494847","turned","Methylobacterium(100)","PRJNA494847"
"692","Otu0011",10533,4.38662,"LM",3.50357,0.0134716,"PRJNA494847","treatment","Methylobacterium(100)","PRJNA494847"
"693","Otu0012",21056,4.47685,"late",4.06754,0.000251246,"PRJNA494847","stage","Paracoccaceae_unclassified(99)","PRJNA494847"
"694","Otu0012",2901,4.39176,"TRUE",3.93867,4.13849e-05,"PRJNA494847","turned","Paracoccaceae_unclassified(99)","PRJNA494847"
"695","Otu0012",12,4.39998,"TRUE",3.97564,5.87977e-05,"PRJNA494847","turned","Paracoccaceae_unclassified(99)","PRJNA494847"
"696","Otu0012",13423,4.40804,"HM",4.08196,5.83051e-07,"PRJNA494847","treatment","Paracoccaceae_unclassified(99)","PRJNA494847"
"697","Otu0012",10534,4.41587,"HM",4.02589,4.25341e-08,"PRJNA494847","treatment","Paracoccaceae_unclassified(99)","PRJNA494847"
"698","Otu0012",23945,4.47303,"late",4.1454,0.000192424,"PRJNA494847","stage","Paracoccaceae_unclassified(99)","PRJNA494847"
"699","Otu0013",23946,4.30519,"early",3.57669,0.0221748,"PRJNA494847","stage","Comamonadaceae_unclassified(100)","PRJNA494847"
"700","Otu0013",10535,4.41602,"LM",3.93536,3.97393e-05,"PRJNA494847","treatment","Comamonadaceae_unclassified(100)","PRJNA494847"
"701","Otu0013",21057,4.30816,"early",3.44645,0.0204706,"PRJNA494847","stage","Comamonadaceae_unclassified(100)","PRJNA494847"
"702","Otu0013",13424,4.41757,"LM",3.95144,5.89754e-05,"PRJNA494847","treatment","Comamonadaceae_unclassified(100)","PRJNA494847"
"703","Otu0014",31580,4.39525,"R5",3.99881,0.00151933,"PRJNA494847","rettingPeriod","Massilia(100)","PRJNA494847"
"704","Otu0014",14,4.28809,"TRUE",3.62893,0.00628391,"PRJNA494847","turned","Massilia(100)","PRJNA494847"
"705","Otu0014",21058,4.3407,"middle",3.76843,0.0220867,"PRJNA494847","stage","Massilia(100)","PRJNA494847"
"706","Otu0014",13425,4.28014,"HM",3.68352,0.00760664,"PRJNA494847","treatment","Massilia(100)","PRJNA494847"
"707","Otu0014",2903,4.28686,"TRUE",3.61862,0.0113273,"PRJNA494847","turned","Massilia(100)","PRJNA494847"
"708","Otu0015",13426,4.2978,"HM",3.75988,1.31723e-06,"PRJNA494847","treatment","Stenotrophomonas(82)","PRJNA494847"
"709","Otu0015",10537,4.28477,"HM",3.72396,1.12173e-06,"PRJNA494847","treatment","Stenotrophomonas(82)","PRJNA494847"
"710","Otu0016",21060,4.26356,"early",3.85938,0.00128337,"PRJNA494847","stage","Pseudomonadaceae_unclassified(96)","PRJNA494847"
"711","Otu0016",16,4.26356,"FALSE",3.64053,0.00610229,"PRJNA494847","turned","Pseudomonadaceae_unclassified(96)","PRJNA494847"
"712","Otu0016",2905,4.27079,"FALSE",3.60011,0.000829006,"PRJNA494847","turned","Pseudomonadaceae_unclassified(96)","PRJNA494847"
"713","Otu0016",23949,4.27079,"early",3.8669,0.000100809,"PRJNA494847","stage","Pseudomonadaceae_unclassified(96)","PRJNA494847"
"714","Otu0016",34471,4.30724,"R1",3.86679,0.000604628,"PRJNA494847","rettingPeriod","Pseudomonadaceae_unclassified(96)","PRJNA494847"
"715","Otu0017",17,4.30652,"FALSE",3.6903,4.47827e-05,"PRJNA494847","turned","Methylobacterium(100)","PRJNA494847"
"716","Otu0017",21061,4.30652,"early",3.87559,1.63135e-06,"PRJNA494847","stage","Methylobacterium(100)","PRJNA494847"
"717","Otu0017",10539,4.32272,"LM",3.63598,0.00146415,"PRJNA494847","treatment","Methylobacterium(100)","PRJNA494847"
"718","Otu0017",13428,4.32285,"LM",3.68571,0.000888968,"PRJNA494847","treatment","Methylobacterium(100)","PRJNA494847"
"719","Otu0017",34472,4.36905,"R1",3.95483,3.20694e-06,"PRJNA494847","rettingPeriod","Methylobacterium(100)","PRJNA494847"
"720","Otu0017",31583,4.37878,"R1",3.99419,4.27699e-06,"PRJNA494847","rettingPeriod","Methylobacterium(100)","PRJNA494847"
"721","Otu0017",2906,4.30275,"FALSE",3.60608,4.5043e-05,"PRJNA494847","turned","Methylobacterium(100)","PRJNA494847"
"722","Otu0017",23950,4.30275,"early",3.83377,1.35212e-06,"PRJNA494847","stage","Methylobacterium(100)","PRJNA494847"
"723","Otu0018",21062,4.32272,"middle",3.93908,4.42364e-05,"PRJNA494847","stage","Chryseobacterium(100)","PRJNA494847"
"724","Otu0018",18,4.31557,"TRUE",3.89172,1.25295e-05,"PRJNA494847","turned","Chryseobacterium(100)","PRJNA494847"
"725","Otu0018",2907,4.31277,"TRUE",3.94392,5.27978e-05,"PRJNA494847","turned","Chryseobacterium(100)","PRJNA494847"
"726","Otu0018",23951,4.32093,"middle",3.90156,0.000200025,"PRJNA494847","stage","Chryseobacterium(100)","PRJNA494847"
"727","Otu0018",13429,4.29363,"HM",3.96872,5.64713e-05,"PRJNA494847","treatment","Chryseobacterium(100)","PRJNA494847"
"728","Otu0018",10540,4.28356,"HM",3.9699,0.000470125,"PRJNA494847","treatment","Chryseobacterium(100)","PRJNA494847"
"729","Otu0019",10541,4.32492,"LM",3.78539,1.64166e-06,"PRJNA494847","treatment","Aurantimonas(80)","PRJNA494847"
"730","Otu0019",13430,4.32394,"LM",3.82622,3.02302e-06,"PRJNA494847","treatment","Aurantimonas(80)","PRJNA494847"
"731","Otu0022",13433,4.10335,"LM",3.42732,0.00599101,"PRJNA494847","treatment","Hymenobacter(100)","PRJNA494847"
"732","Otu0022",10544,4.09885,"LM",3.43399,0.00773814,"PRJNA494847","treatment","Hymenobacter(100)","PRJNA494847"
"733","Otu0022",2911,3.98646,"FALSE",2.88703,0.0310559,"PRJNA494847","turned","Hymenobacter(100)","PRJNA494847"
"734","Otu0023",23,3.98454,"FALSE",3.07044,0.0498075,"PRJNA494847","turned","Xanthomonas(99)","PRJNA494847"
"735","Otu0024",24,4.09977,"FALSE",3.52737,4.17015e-05,"PRJNA494847","turned","Methylobacterium(90)","PRJNA494847"
"736","Otu0024",23957,4.10664,"early",3.61543,4.46248e-06,"PRJNA494847","stage","Methylobacterium(90)","PRJNA494847"
"737","Otu0024",10546,4.07936,"LM",3.21648,0.00392758,"PRJNA494847","treatment","Methylobacterium(90)","PRJNA494847"
"738","Otu0024",13435,4.0791,"LM",3.35273,0.00154954,"PRJNA494847","treatment","Methylobacterium(90)","PRJNA494847"
"739","Otu0024",2913,4.10664,"FALSE",3.48309,9.13445e-06,"PRJNA494847","turned","Methylobacterium(90)","PRJNA494847"
"740","Otu0024",21068,4.09977,"early",3.69399,1.43574e-05,"PRJNA494847","stage","Methylobacterium(90)","PRJNA494847"
"741","Otu0024",31590,4.18625,"R1",3.76241,0.000261457,"PRJNA494847","rettingPeriod","Methylobacterium(90)","PRJNA494847"
"742","Otu0025",2914,3.90121,"TRUE",3.388,0.0200463,"PRJNA494847","turned","Alcaligenaceae_unclassified(98)","PRJNA494847"
"743","Otu0025",10547,3.91672,"HM",3.32077,5.81338e-05,"PRJNA494847","treatment","Alcaligenaceae_unclassified(98)","PRJNA494847"
"744","Otu0025",13436,3.9109,"HM",3.40982,1.22244e-05,"PRJNA494847","treatment","Alcaligenaceae_unclassified(98)","PRJNA494847"
"745","Otu0027",23960,3.98684,"late",3.63992,0.0437317,"PRJNA494847","stage","Sphingobacterium(100)","PRJNA494847"
"746","Otu0027",13438,4.05904,"HM",3.6555,1.07664e-08,"PRJNA494847","treatment","Sphingobacterium(100)","PRJNA494847"
"747","Otu0027",10549,4.06131,"HM",3.74018,7.30721e-06,"PRJNA494847","treatment","Sphingobacterium(100)","PRJNA494847"
"748","Otu0027",2916,3.9556,"TRUE",3.54897,0.0147203,"PRJNA494847","turned","Sphingobacterium(100)","PRJNA494847"
"749","Otu0029",21073,4.16408,"late",3.82204,0.000829799,"PRJNA494847","stage","Sphingobacterium(100)","PRJNA494847"
"750","Otu0029",13440,3.88571,"HM",3.57167,4.92872e-05,"PRJNA494847","treatment","Sphingobacterium(100)","PRJNA494847"
"751","Otu0029",2918,3.94706,"TRUE",3.67062,7.90112e-05,"PRJNA494847","turned","Sphingobacterium(100)","PRJNA494847"
"752","Otu0029",23962,4.16714,"late",3.90037,6.78886e-05,"PRJNA494847","stage","Sphingobacterium(100)","PRJNA494847"
"753","Otu0030",23963,4.24022,"late",3.96775,6.00376e-05,"PRJNA494847","stage","Sphingobacterium(100)","PRJNA494847"
"754","Otu0030",13441,4.06127,"HM",3.67095,0.000100192,"PRJNA494847","treatment","Sphingobacterium(100)","PRJNA494847"
"755","Otu0030",2919,3.91003,"TRUE",3.59812,4.53435e-05,"PRJNA494847","turned","Sphingobacterium(100)","PRJNA494847"
"756","Otu0033",34488,4.2391,"R6",3.86737,2.29352e-05,"PRJNA494847","rettingPeriod","Rhizobiaceae_unclassified(96)","PRJNA494847"
"757","Otu0033",2922,3.84998,"TRUE",3.5411,0.00019836,"PRJNA494847","turned","Rhizobiaceae_unclassified(96)","PRJNA494847"
"758","Otu0033",23966,4.2391,"late",3.92009,2.25217e-05,"PRJNA494847","stage","Rhizobiaceae_unclassified(96)","PRJNA494847"
"759","Otu0033",13444,3.87036,"SS",3.60299,0.0249788,"PRJNA494847","treatment","Rhizobiaceae_unclassified(96)","PRJNA494847"
"760","Otu0033",33,3.84634,"TRUE",3.53725,0.000156615,"PRJNA494847","turned","Rhizobiaceae_unclassified(96)","PRJNA494847"
"761","Otu0033",31599,4.22838,"R6",3.93867,3.49677e-05,"PRJNA494847","rettingPeriod","Rhizobiaceae_unclassified(96)","PRJNA494847"
"762","Otu0033",21077,4.22838,"late",3.9133,1.2131e-05,"PRJNA494847","stage","Rhizobiaceae_unclassified(96)","PRJNA494847"
"763","Otu0034",13445,4.08213,"HM",3.72488,0.00287073,"PRJNA494847","treatment","Acinetobacter(95)","PRJNA494847"
"764","Otu0034",21078,3.97401,"early",3.62354,0.00451999,"PRJNA494847","stage","Acinetobacter(95)","PRJNA494847"
"765","Otu0034",34,3.97401,"FALSE",3.7084,0.00110612,"PRJNA494847","turned","Acinetobacter(95)","PRJNA494847"
"766","Otu0034",2923,3.97284,"FALSE",3.63108,0.000917613,"PRJNA494847","turned","Acinetobacter(95)","PRJNA494847"
"767","Otu0034",23967,3.97284,"early",3.58211,0.00386174,"PRJNA494847","stage","Acinetobacter(95)","PRJNA494847"
"768","Otu0035",35,3.83369,"FALSE",3.20346,0.0175132,"PRJNA494847","turned","Kineococcus(96)","PRJNA494847"
"769","Otu0036",36,3.80483,"FALSE",3.09701,4.83425e-06,"PRJNA494847","turned","Methylobacterium(95)","PRJNA494847"
"770","Otu0036",21080,3.80483,"early",3.34364,1.90659e-06,"PRJNA494847","stage","Methylobacterium(95)","PRJNA494847"
"771","Otu0036",23969,3.80325,"early",3.32205,2.08185e-06,"PRJNA494847","stage","Methylobacterium(95)","PRJNA494847"
"772","Otu0036",2925,3.80325,"FALSE",3.13394,3.97661e-06,"PRJNA494847","turned","Methylobacterium(95)","PRJNA494847"
"773","Otu0037",21081,3.83969,"late",3.36171,0.0232012,"PRJNA494847","stage","Novosphingobium(81)","PRJNA494847"
"774","Otu0037",23970,3.87022,"late",3.39958,0.00133904,"PRJNA494847","stage","Novosphingobium(81)","PRJNA494847"
"775","Otu0037",13448,3.6695,"SS",3.25111,0.0149204,"PRJNA494847","treatment","Novosphingobium(81)","PRJNA494847"
"776","Otu0037",10559,3.65883,"SS",3.20304,0.0496409,"PRJNA494847","treatment","Novosphingobium(81)","PRJNA494847"
"777","Otu0037",2926,3.67346,"TRUE",3.18325,0.0017156,"PRJNA494847","turned","Novosphingobium(81)","PRJNA494847"
"778","Otu0039",13450,3.79842,"LM",3.36456,0.0167254,"PRJNA494847","treatment","Acetobacteraceae_unclassified(100)","PRJNA494847"
"779","Otu0039",39,3.6943,"FALSE",2.97502,0.0401307,"PRJNA494847","turned","Acetobacteraceae_unclassified(100)","PRJNA494847"
"780","Otu0039",10561,3.79935,"LM",3.35516,0.0278636,"PRJNA494847","treatment","Acetobacteraceae_unclassified(100)","PRJNA494847"
"781","Otu0039",2928,3.69068,"FALSE",2.96347,0.00902988,"PRJNA494847","turned","Acetobacteraceae_unclassified(100)","PRJNA494847"
"782","Otu0039",23972,3.69068,"early",3.02958,0.0183289,"PRJNA494847","stage","Acetobacteraceae_unclassified(100)","PRJNA494847"
"783","Otu0041",23974,3.67328,"middle",3.07183,0.00864825,"PRJNA494847","stage","Aurantimonadaceae_unclassified(99)","PRJNA494847"
"784","Otu0041",21085,3.67679,"early",2.97331,0.00337139,"PRJNA494847","stage","Aurantimonadaceae_unclassified(99)","PRJNA494847"
"785","Otu0041",41,3.67679,"FALSE",2.90774,0.0136316,"PRJNA494847","turned","Aurantimonadaceae_unclassified(99)","PRJNA494847"
"786","Otu0041",10563,3.76495,"LM",3.2056,0.0320714,"PRJNA494847","treatment","Aurantimonadaceae_unclassified(99)","PRJNA494847"
"787","Otu0041",2930,3.66193,"FALSE",2.82646,0.0172989,"PRJNA494847","turned","Aurantimonadaceae_unclassified(99)","PRJNA494847"
"788","Otu0041",13452,3.76182,"LM",3.23231,0.0102281,"PRJNA494847","treatment","Aurantimonadaceae_unclassified(99)","PRJNA494847"
"789","Otu0041",31607,3.72103,"R3",3.27002,0.0222919,"PRJNA494847","rettingPeriod","Aurantimonadaceae_unclassified(99)","PRJNA494847"
"790","Otu0043",13454,3.61772,"HM",3.32512,8.21594e-10,"PRJNA494847","treatment","Lactobacillales_unclassified(98)","PRJNA494847"
"791","Otu0044",44,3.49934,"FALSE",2.84646,0.047496,"PRJNA494847","turned","Sphingomonas(91)","PRJNA494847"
"792","Otu0044",10566,3.54089,"LM",2.96153,0.03577,"PRJNA494847","treatment","Sphingomonas(91)","PRJNA494847"
"793","Otu0044",23977,3.51168,"early",2.92119,0.00447493,"PRJNA494847","stage","Sphingomonas(91)","PRJNA494847"
"794","Otu0044",13455,3.5622,"LM",2.91165,0.0186727,"PRJNA494847","treatment","Sphingomonas(91)","PRJNA494847"
"795","Otu0044",2933,3.51168,"FALSE",2.68146,0.00503061,"PRJNA494847","turned","Sphingomonas(91)","PRJNA494847"
"796","Otu0045",10567,3.64594,"HM",3.42466,2.81364e-05,"PRJNA494847","treatment","Sphingobacterium(100)","PRJNA494847"
"797","Otu0045",13456,3.66577,"HM",3.409,0.000137814,"PRJNA494847","treatment","Sphingobacterium(100)","PRJNA494847"
"798","Otu0047",21091,3.80845,"late",3.51882,7.38907e-05,"PRJNA494847","stage","Saccharibacillus(100)","PRJNA494847"
"799","Otu0047",23980,3.82922,"late",3.49193,0.00064712,"PRJNA494847","stage","Saccharibacillus(100)","PRJNA494847"
"800","Otu0048",23981,3.75611,"late",3.33167,1.87423e-06,"PRJNA494847","stage","Chryseobacterium(100)","PRJNA494847"
"801","Otu0048",2937,3.54121,"TRUE",3.27503,4.07249e-07,"PRJNA494847","turned","Chryseobacterium(100)","PRJNA494847"
"802","Otu0049",2938,3.3927,"TRUE",2.94614,0.0418115,"PRJNA494847","turned","Mucilaginibacter(94)","PRJNA494847"
"803","Otu0049",13460,3.33414,"SS",2.76248,0.0306789,"PRJNA494847","treatment","Mucilaginibacter(94)","PRJNA494847"
"804","Otu0049",21093,3.5353,"late",3.23027,0.0175853,"PRJNA494847","stage","Mucilaginibacter(94)","PRJNA494847"
"805","Otu0052",23985,3.39504,"late",2.97133,0.00455727,"PRJNA494847","stage","Hymenobacter(100)","PRJNA494847"
"806","Otu0052",2941,3.27081,"TRUE",2.64748,0.00109549,"PRJNA494847","turned","Hymenobacter(100)","PRJNA494847"
"807","Otu0052",52,3.25834,"FALSE",2.77979,0.00100553,"PRJNA494847","turned","Hymenobacter(100)","PRJNA494847"
"808","Otu0052",21096,3.41111,"late",2.96644,0.00421886,"PRJNA494847","stage","Hymenobacter(100)","PRJNA494847"
"809","Otu0055",23988,3.5606,"late",2.99501,0.0187937,"PRJNA494847","stage","Methylobacterium(100)","PRJNA494847"
"810","Otu0055",21099,3.57607,"late",3.03315,0.0092064,"PRJNA494847","stage","Methylobacterium(100)","PRJNA494847"
"811","Otu0055",55,3.32162,"TRUE",2.74223,0.00278574,"PRJNA494847","turned","Methylobacterium(100)","PRJNA494847"
"812","Otu0055",2944,3.32554,"TRUE",2.78717,0.0110029,"PRJNA494847","turned","Methylobacterium(100)","PRJNA494847"
"813","Otu0056",23989,3.40994,"middle",2.95208,0.000434448,"PRJNA494847","stage","Brevundimonas(95)","PRJNA494847"
"814","Otu0056",21100,3.43867,"middle",3.04474,0.000317466,"PRJNA494847","stage","Brevundimonas(95)","PRJNA494847"
"815","Otu0056",10578,3.38328,"HM",3.05648,0.000186173,"PRJNA494847","treatment","Brevundimonas(95)","PRJNA494847"
"816","Otu0056",2945,3.39867,"TRUE",2.96297,0.000137676,"PRJNA494847","turned","Brevundimonas(95)","PRJNA494847"
"817","Otu0056",13467,3.33366,"HM",2.94441,0.000142357,"PRJNA494847","treatment","Brevundimonas(95)","PRJNA494847"
"818","Otu0056",56,3.40203,"TRUE",2.95182,6.37392e-05,"PRJNA494847","turned","Brevundimonas(95)","PRJNA494847"
"819","Otu0057",2946,3.2503,"TRUE",2.83864,0.00128944,"PRJNA494847","turned","Chryseobacterium(97)","PRJNA494847"
"820","Otu0057",13468,3.38243,"SS",3.01827,0.000948503,"PRJNA494847","treatment","Chryseobacterium(97)","PRJNA494847"
"821","Otu0057",23990,3.27234,"middle",2.86892,0.00475652,"PRJNA494847","stage","Chryseobacterium(97)","PRJNA494847"
"822","Otu0059",2948,3.23885,"TRUE",2.67213,0.00254088,"PRJNA494847","turned","Pedobacter(99)","PRJNA494847"
"823","Otu0059",13470,3.32344,"HM",2.89131,0.00155114,"PRJNA494847","treatment","Pedobacter(99)","PRJNA494847"
"824","Otu0059",23992,3.35945,"late",2.86936,0.0104941,"PRJNA494847","stage","Pedobacter(99)","PRJNA494847"
"825","Otu0061",23994,3.30221,"early",2.82953,0.000379495,"PRJNA494847","stage","Methylobacterium(99)","PRJNA494847"
"826","Otu0061",2950,3.30221,"FALSE",2.66116,0.00588803,"PRJNA494847","turned","Methylobacterium(99)","PRJNA494847"
"827","Otu0061",21105,3.27777,"early",2.91196,0.0124097,"PRJNA494847","stage","Methylobacterium(99)","PRJNA494847"
